,0,1,2,3,4,5,6,7,8
242,243,2:22:34,Lydia CHEROMEI,11 MAY 1977,KEN,1,Praha (CZE),08 MAY 2011,1207
243,243,2:22:34,Caroline Cheptanui KILEL,21 MAR 1981,KEN,1,Frankfurt (GER),27 OCT 2013,1207
244,245,2:22:35,Margaret OKAYO,30 MAY 1976,KEN,1,London (GBR),18 APR 2004,1207
245,245,2:22:35,Marta MEGRA,30 DEC 1990,ETH,2,Toronto (CAN),21 OCT 2018,1207
246,247,2:22:36,Lornah KIPLAGAT,01 MAY 1974,KEN,2,"Chicago, IL (USA)",22 OCT 2000,1207
247,247,2:22:36,Benita WILLIS-JOHNSON,06 MAY 1979,AUS,3,"Chicago, IL (USA)",22 OCT 2006,1207
248,247,2:22:36,Edna Ngeringwony KIPLAGAT,15 NOV 1979,KEN,3,Tokyo (JPN),28 FEB 2016,1207
249,247,2:22:36,Worknesh DEGEFA,28 OCT 1990,ETH,1,Dubai (UAE),20 JAN 2017,1207
250,247,2:22:36,Ruth CHEPNGETICH,08 AUG 1994,KEN,1,Istanbul (TUR),12 NOV 2017,1207
251,252,2:22:38,Yingying ZHANG,04 JAN 1990,CHN,1,Xiamen (CHN),05 JAN 2008,1206
252,252,2:22:38,Asselefech MEDESSA MERGIA,23 JAN 1985,ETH,1,London (GBR),25 APR 2010,1206
253,252,2:22:38,Joyciline JEPKOSGEI,08 DEC 1993,KEN,1,"New York, NY (USA)",03 NOV 2019,1206
254,255,2:22:39,Sharon Jemutai CHEROP,16 MAR 1984,KEN,7,Dubai (UAE),27 JAN 2012,1206
255,255,2:22:39,Dera DIDA,26 OCT 1996,ETH,5,Frankfurt (GER),28 OCT 2018,1206
256,255,2:22:39,Shitaye ESHETE,21 MAY 1990,BRN,2,Praha (CZE),05 MAY 2019,1206
257,258,2:22:40,Eunice Jepkirui KIRWA,20 MAY 1984,BRN,1,Nagoya (JPN),13 MAR 2016,1206
258,258,2:22:40,Visiline JEPKESHO,30 DEC 1989,KEN,2,Istanbul (TUR),12 NOV 2017,1206
259,258,2:22:40,Bruktayit ESHETU,29 SEP 1990,ETH,2,Toronto (CAN),20 OCT 2019,1206
260,258,2:22:40,Mimi BELETE,09 JUN 1988,BRN,2,Osaka (JPN),26 JAN 2020,1206
261,262,2:22:41,Jiali WANG,01 FEB 1986,CHN,1,Chongqing (CHN),18 MAR 2012,1206
262,262,2:22:41,Lucy Kabuu WANGUI,24 MAR 1984,KEN,3,"Chicago, IL (USA)",07 OCT 2012,1206
263,262,2:22:41,Afera GODFAY,25 SEP 1991,ETH,1,Dongying (CHN),20 APR 2019,1206
264,262,2:22:41,Yuka ANDO,16 MAR 1994,JPN,2,Nagoya (JPN),08 MAR 2020,1206
265,266,2:22:42,Berhane ADERE,23 NOV 1973,ETH,1,Dubai (UAE),18 JAN 2008,1206
266,267,2:22:43,Sharon Jemutai CHEROP,16 MAR 1984,KEN,1,Toronto (CAN),26 SEP 2010,1206
267,267,2:22:43,Koren Jelila YAL,18 JAN 1987,ETH,1,Toronto (CAN),16 OCT 2011,1206
268,267,2:22:43,Roza DEREJE,09 MAY 1997,ETH,1,Shanghai (CHN),12 NOV 2017,1206
269,267,2:22:43,Betsy SAINA,30 JUN 1988,KEN,3,Toronto (CAN),20 OCT 2019,1206
270,271,2:22:44,Tirfi TSEGAYE,25 NOV 1984,ETH,2,Toronto (CAN),26 SEP 2010,1205
271,271,2:22:44,Philomena CHEYECH,05 JUL 1982,KEN,1,Paris (FRA),06 APR 2014,1205
272,271,2:22:44,Mizuki MATSUDA,31 MAY 1995,JPN,1,Osaka (JPN),28 JAN 2018,1205
273,274,2:22:45,Asselefech MEDESSA MERGIA,23 JAN 1985,ETH,1,Dubai (UAE),21 JAN 2011,1205
274,274,2:22:45,Sentayehu LEWETEGN,09 MAY 1996,ETH,6,Frankfurt (GER),28 OCT 2018,1205
275,274,2:22:45,Waganesh MEKASHA,16 JAN 1992,ETH,4,Dubai (UAE),25 JAN 2019,1205
276,274,2:22:45,Tigist ABAYECHEW,22 FEB 1994,ETH,4,Dubai (UAE),24 JAN 2020,1205
277,278,2:22:46,Reiko TOSA,11 JUN 1976,JPN,4,London (GBR),14 APR 2002,1205
278,278,2:22:46,Nancy Jepkosgei KIPROP,07 JUL 1979,KEN,7,Frankfurt (GER),28 OCT 2018,1205
279,280,2:22:47,Gelete BURKA,23 JAN 1986,ETH,1,Paris (FRA),14 APR 2019,1205
280,281,2:22:48,Ingrid KRISTIANSEN,21 MAR 1956,NOR,1,London (GBR),10 MAY 1987,1205
281,281,2:22:48,Tegla LOROUPE,09 MAY 1973,KEN,1,Rotterdam (NED),18 APR 1999,1205
282,281,2:22:48,Sairi MAEDA,07 NOV 1991,JPN,2,Nagoya (JPN),08 MAR 2015,1205
283,281,2:22:48,Valary JEMELI,08 JUN 1991,KEN,2,Nagoya (JPN),11 MAR 2018,1205
284,281,2:22:48,Helen BEKELE,21 NOV 1994,ETH,6,Berlin (GER),16 SEP 2018,1205
285,281,2:22:48,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,1,"New York, NY (USA)",04 NOV 2018,1205
286,287,2:22:50,Constantina DITA-TOMESCU,23 JAN 1970,ROU,2,London (GBR),17 APR 2005,1204
287,288,2:22:51,Tadelech BEKELE ALEMU,11 APR 1991,ETH,7,Dubai (UAE),23 JAN 2015,1204
288,288,2:22:51,Yebrgual MELESE,18 APR 1990,ETH,5,Paris (FRA),09 APR 2017,1204
289,288,2:22:51,Helen BEKELE,21 NOV 1994,ETH,4,Berlin (GER),24 SEP 2017,1204
290,288,2:22:51,Ashete BEKERE,17 APR 1988,ETH,4,London (GBR),04 OCT 2020,1204
291,292,2:22:52,Alemu MEGERTU,1997,ETH,1,Roma (ITA),07 APR 2019,1204
292,292,2:22:52,Azmera GEBRU,21 OCT 1995,ETH,2,Paris (FRA),14 APR 2019,1204
293,292,2:22:52,Dera DIDA,26 OCT 1996,ETH,5,Dubai (UAE),24 JAN 2020,1204
294,295,2:22:53,Galina BOGOMOLOVA,15 OCT 1977,RUS,1,Roma (ITA),16 MAR 2008,1204
295,295,2:22:53,Tadelech BEKELE ALEMU,11 APR 1991,ETH,9,Valencia (ESP),01 DEC 2019,1204
296,297,2:22:54,Lidia ŞIMON,04 SEP 1973,ROU,1,Osaka (JPN),30 JAN 2000,1204
297,298,2:22:55,Prisca JEPTOO,24 JUN 1984,KEN,1,Paris (FRA),10 APR 2011,1203
298,298,2:22:55,Ashete BEKERE,17 APR 1988,ETH,1,Rotterdam (NED),07 APR 2019,1203
299,300,2:22:56,Harumi HIROYAMA-SUZUKI,02 SEP 1968,JPN,2,Osaka (JPN),30 JAN 2000,1203
300,300,2:22:56,Jelena PROKOPČUKA,21 SEP 1976,LAT,1,Osaka (JPN),30 JAN 2005,1203
301,300,2:22:56,Betsy SAINA,30 JUN 1988,KEN,1,Paris (FRA),08 APR 2018,1203
302,300,2:22:56,Purity Cherotich RIONORIPO,10 JUN 1993,KEN,3,Nagoya (JPN),08 MAR 2020,1203
303,304,2:22:57,Shure DEMISE,21 JAN 1996,ETH,2,Dubai (UAE),20 JAN 2017,1203
304,305,2:22:58,Jemima Jelagat SUMGONG,21 DEC 1984,KEN,1,London (GBR),24 APR 2016,1203
305,305,2:22:58,Visiline JEPKESHO,30 DEC 1989,KEN,1,Ljubljana (SLO),28 OCT 2018,1203
306,305,2:22:58,Visiline JEPKESHO,30 DEC 1989,KEN,2,Nagoya (JPN),10 MAR 2019,1203
307,305,2:22:58,Azmera GEBRU,21 OCT 1995,ETH,6,Tokyo (JPN),01 MAR 2020,1203
308,309,2:22:59,Madaí PÉREZ,02 FEB 1980,MEX,4,"Chicago, IL (USA)",22 OCT 2006,1203
309,309,2:22:59,Ruth CHEPNGETICH,08 AUG 1994,KEN,2,Paris (FRA),08 APR 2018,1203
310,311,2:23:00,Filomena CHEPCHIRCHIR,01 DEC 1981,KEN,2,Frankfurt (GER),27 OCT 2013,1203
311,312,2:23:01,Lydia CHEROMEI,11 MAY 1977,KEN,2,Dubai (UAE),21 JAN 2011,1202
312,312,2:23:01,Birhane DIBABA,11 SEP 1993,ETH,3,Frankfurt (GER),27 OCT 2013,1202
313,312,2:23:01,Aberu KEBEDE,12 SEP 1986,ETH,4,Tokyo (JPN),28 FEB 2016,1202
314,312,2:23:01,Valary JEMELI,08 JUN 1991,KEN,3,Nagoya (JPN),10 MAR 2019,1202
315,316,2:23:02,Valentine KIPKETER,05 JAN 1993,KEN,1,Amsterdam (NED),20 OCT 2013,1202
316,316,2:23:02,Tadelech BEKELE ALEMU,11 APR 1991,ETH,4,Berlin (GER),28 SEP 2014,1202
317,318,2:23:03,Tigist TUFA,26 JAN 1987,ETH,2,London (GBR),24 APR 2016,1202
318,318,2:23:03,Sentayehu LEWETEGN,09 MAY 1996,ETH,3,Osaka (JPN),26 JAN 2020,1202
319,320,2:23:05,Ingrid KRISTIANSEN,21 MAR 1956,NOR,2,"Chicago, IL (USA)",20 OCT 1985,1202
320,320,2:23:05,Marleen RENDERS,24 DEC 1968,BEL,1,Paris (FRA),07 APR 2002,1202
321,322,2:23:06,Merima MOHAMMED,10 JUN 1992,ETH,3,Toronto (CAN),26 SEP 2010,1202
322,322,2:23:06,Gulume CHALA,11 SEP 1992,ETH,3,Paris (FRA),08 APR 2018,1202
323,324,2:23:07,Svetlana ZAKHAROVA,15 SEP 1970,RUS,1,"Chicago, IL (USA)",12 OCT 2003,1201
324,324,2:23:07,Tiki GELANA,22 OCT 1987,ETH,1,"Olympic Stadium, London (GBR)",05 AUG 2012,1201
325,324,2:23:07,Lydia CHEROMEI,11 MAY 1977,KEN,1,Yokohama (JPN),18 NOV 2012,1201
326,324,2:23:07,Boru Feyse TADESE,19 NOV 1988,ETH,1,Shanghai (CHN),02 DEC 2012,1201
327,324,2:23:07,Hanami SEKINE,26 FEB 1996,JPN,3,Nagoya (JPN),11 MAR 2018,1201
328,324,2:23:07,Birhane DIBABA,11 SEP 1993,ETH,9,Valencia (ESP),06 DEC 2020,1201
329,330,2:23:08,Asselefech MEDESSA MERGIA,23 JAN 1985,ETH,3,London (GBR),23 APR 2017,1201
330,330,2:23:08,Emily SISSON,12 OCT 1991,USA,6,London (GBR),28 APR 2019,1201
331,332,2:23:09,Bezunesh BEKELE,29 JAN 1983,ETH,2,Dubai (UAE),18 JAN 2008,1201
332,332,2:23:09,Ashu KASIM,20 OCT 1984,ETH,1,Xiamen (CHN),07 JAN 2012,1201
333,332,2:23:09,Amane GOBENA,11 SEP 1986,ETH,3,Tokyo (JPN),26 FEB 2017,1201
334,335,2:23:11,Yoko SHIBUI,14 MAR 1979,JPN,1,Osaka (JPN),28 JAN 2001,1201
335,335,2:23:11,Lonah Chemtai SALPETER,12 DEC 1988,ISR,4,Frankfurt (GER),27 OCT 2019,1201
336,337,2:23:12,Susan CHEPKEMEI,25 JUN 1975,KEN,4,London (GBR),13 APR 2003,1201
337,337,2:23:12,Yanan WEI,06 DEC 1981,CHN,1,Seoul (KOR),18 MAR 2007,1201
338,337,2:23:12,Mara YAMAUCHI,13 AUG 1973,GBR,2,London (GBR),26 APR 2009,1201
339,337,2:23:12,Lucy Kabuu WANGUI,24 MAR 1984,KEN,5,London (GBR),22 APR 2012,1201
340,337,2:23:12,Prisca JEPTOO,24 JUN 1984,KEN,2,"Olympic Stadium, London (GBR)",05 AUG 2012,1201
341,337,2:23:12,Gulume CHALA,11 SEP 1992,ETH,1,Frankfurt (GER),25 OCT 2015,1201
342,337,2:23:12,Dinknesh Mekash TEFERA,11 SEP 1985,ETH,2,Frankfurt (GER),25 OCT 2015,1201
343,344,2:23:13,Atsede BAYISA,16 APR 1987,ETH,8,Dubai (UAE),27 JAN 2012,1200
344,344,2:23:13,Yebrgual MELESE,18 APR 1990,ETH,3,Dubai (UAE),20 JAN 2017,1200
345,344,2:23:13,Juliet CHEKWEL,25 MAY 1990,UGA,1,Sevilla (ESP),23 FEB 2020,1200
346,347,2:23:14,Naoko TAKAHASHI,06 MAY 1972,JPN,1,"Olympic Stadium, Sydney (AUS)",24 SEP 2000,1200
347,347,2:23:14,Lyudmila PETROVA,07 OCT 1968,RUS,5,London (GBR),13 APR 2003,1200
348,347,2:23:14,Alemitu Abera BEGNA,1986,ETH,1,"Houston, TX (USA)",15 JAN 2012,1200
349,347,2:23:14,Merima MOHAMMED,10 JUN 1992,ETH,2,Paris (FRA),07 APR 2013,1200
350,347,2:23:14,Tadelech BEKELE ALEMU,11 APR 1991,ETH,1,Amsterdam (NED),21 OCT 2018,1200
351,347,2:23:14,Kuftu TAHIR,13 OCT 1995,ETH,4,Ljubljana (SLO),27 OCT 2019,1200
352,353,2:23:15,Firehiwot Tesfaye DADO,09 JAN 1984,ETH,1,"New York, NY (USA)",06 NOV 2011,1200
353,353,2:23:15,Mulu SEBOKA,25 SEP 1984,ETH,1,Toronto (CAN),19 OCT 2014,1200
354,353,2:23:15,Birhane DIBABA,11 SEP 1993,ETH,1,Tokyo (JPN),22 FEB 2015,1200
355,353,2:23:15,Selly Chepyego KAPTICH,03 OCT 1985,KEN,2,Ljubljana (SLO),28 OCT 2018,1200
356,357,2:23:16,Birhane DIBABA,11 SEP 1993,ETH,5,Tokyo (JPN),28 FEB 2016,1200
357,358,2:23:17,Shujing ZHANG,13 SEP 1978,CHN,2,Beijing (CHN),13 OCT 2002,1200
358,358,2:23:17,Gete WAMI,11 DEC 1974,ETH,1,Berlin (GER),30 SEP 2007,1200
359,358,2:23:17,Bezunesh BEKELE,29 JAN 1983,ETH,2,London (GBR),25 APR 2010,1200
360,358,2:23:17,Hirut TIBEBU,13 DEC 1994,ETH,4,Nagoya (JPN),08 MAR 2020,1200
361,362,2:23:18,Shujing ZHANG,13 SEP 1978,CHN,1,Seoul (KOR),16 MAR 2003,1200
362,362,2:23:18,Philomena CHEYECH,05 JUL 1982,KEN,1,Saitama (JPN),13 NOV 2016,1200
363,364,2:23:19,Susan CHEPKEMEI,25 JUN 1975,KEN,5,London (GBR),14 APR 2002,1199
364,364,2:23:19,Constantina DITA-TOMESCU,23 JAN 1970,ROU,3,"Olympic Stadium, Helsinki (FIN)",14 AUG 2005,1199
365,364,2:23:19,Bizunesh DEBA,08 SEP 1987,ETH,2,"New York, NY (USA)",06 NOV 2011,1199
366,364,2:23:19,Tomomi TANAKA,25 SEP 1988,JPN,2,Nagoya (JPN),13 MAR 2016,1199
367,364,2:23:19,Waganesh MEKASHA,16 JAN 1992,ETH,2,Dongying (CHN),20 APR 2019,1199
368,364,2:23:19,Birke DEBELE,12 SEP 1995,ETH,4,Toronto (CAN),20 OCT 2019,1199
369,364,2:23:19,Yebrgual MELESE,18 APR 1990,ETH,1,Shanghai (CHN),17 NOV 2019,1199
370,371,2:23:20,Rei OHARA,10 AUG 1990,JPN,3,Nagoya (JPN),13 MAR 2016,1199
371,372,2:23:21,Aberu KEBEDE,12 SEP 1986,ETH,5,London (GBR),13 APR 2014,1199
372,372,2:23:21,Meselech MELKAMU,19 APR 1985,ETH,1,Amsterdam (NED),16 OCT 2016,1199
373,374,2:23:22,Joyce CHEPCHUMBA,06 NOV 1970,KEN,1,London (GBR),18 APR 1999,1199
374,374,2:23:22,Lidia ŞIMON,04 SEP 1973,ROU,2,"Olympic Stadium, Sydney (AUS)",24 SEP 2000,1199
375,374,2:23:22,Salina Jebet KOSGEI,16 NOV 1976,KEN,2,Berlin (GER),24 SEP 2006,1199
376,374,2:23:22,Caroline ROTICH,13 MAY 1984,KEN,4,"Chicago, IL (USA)",07 OCT 2012,1199
377,374,2:23:22,Tigist TUFA,26 JAN 1987,ETH,1,London (GBR),26 APR 2015,1199
378,379,2:23:23,Askale Magarsa TAFA,27 SEP 1984,ETH,3,Dubai (UAE),18 JAN 2008,1199
379,379,2:23:23,Risa SHIGETOMO,29 AUG 1987,JPN,1,Osaka (JPN),29 JAN 2012,1199
380,379,2:23:23,Tirfi TSEGAYE,25 NOV 1984,ETH,1,Dubai (UAE),25 JAN 2013,1199
381,379,2:23:23,Mamitu DASKA,16 OCT 1983,ETH,4,Frankfurt (GER),27 OCT 2013,1199
382,379,2:23:23,Yebrgual MELESE,18 APR 1990,ETH,1,"Houston, TX (USA)",18 JAN 2015,1199
383,384,2:23:24,Lidia ŞIMON,04 SEP 1973,ROU,1,Osaka (JPN),31 JAN 1999,1199
384,384,2:23:24,Chunxiu ZHOU,15 NOV 1978,CHN,1,Seoul (KOR),13 MAR 2005,1199
385,386,2:23:25,Caroline Cheptanui KILEL,21 MAR 1981,KEN,1,Frankfurt (GER),31 OCT 2010,1198
386,386,2:23:25,Mare DIBABA,20 OCT 1989,ETH,2,Toronto (CAN),16 OCT 2011,1198
387,388,2:23:26,Hiromi OMINAMI,15 NOV 1975,JPN,2,Berlin (GER),26 SEP 2004,1198
388,388,2:23:26,Harumi HIROYAMA-SUZUKI,02 SEP 1968,JPN,1,Nagoya (JPN),12 MAR 2006,1198
389,388,2:23:26,Boru Feyse TADESE,19 NOV 1988,ETH,1,Seoul (KOR),18 MAR 2012,1198
390,388,2:23:26,Meseret MENGISTU,06 MAR 1990,ETH,1,Paris (FRA),12 APR 2015,1198
391,392,2:23:27,Xue BAI,13 DEC 1988,CHN,2,Xiamen (CHN),05 JAN 2008,1198
392,392,2:23:27,Jemima Jelagat SUMGONG,21 DEC 1984,KEN,1,Rotterdam (NED),14 APR 2013,1198
393,392,2:23:27,Ashete BEKERE,17 APR 1988,ETH,4,Paris (FRA),08 APR 2018,1198
394,392,2:23:27,Sayaka SATO,27 MAY 1994,JPN,5,Nagoya (JPN),08 MAR 2020,1198
395,396,2:23:28,Chunxiu ZHOU,15 NOV 1978,CHN,1,Xiamen (CHN),27 MAR 2004,1198
396,396,2:23:28,Margaret AGAI,10 JUN 1988,KEN,1,Daegu (KOR),14 APR 2013,1198
397,396,2:23:28,Aberu KEBEDE,12 SEP 1986,ETH,1,Shanghai (CHN),01 DEC 2013,1198
398,396,2:23:28,Edna Ngeringwony KIPLAGAT,15 NOV 1979,KEN,2,"Chicago, IL (USA)",09 OCT 2016,1198
399,396,2:23:28,Shasho INSERMU,16 SEP 1993,ETH,2,Amsterdam (NED),21 OCT 2018,1198
400,396,2:23:28,Bruktayit ESHETU,29 SEP 1990,ETH,1,"Houston, TX (USA)",20 JAN 2019,1198
401,402,2:23:29,Rosa MOTA,29 JUN 1958,POR,3,"Chicago, IL (USA)",20 OCT 1985,1198
402,402,2:23:29,Tatyana PETROVA,08 APR 1983,RUS,3,"Olympic Stadium, London (GBR)",05 AUG 2012,1198
403,402,2:23:29,Ruth CHEBITOK,26 DEC 1990,KEN,3,Toronto (CAN),21 OCT 2018,1198
404,402,2:23:29,Askale MERACHI,04 JAN 1987,ETH,1,"Houston, TX (USA)",19 JAN 2020,1198
405,406,2:23:30,Mari OZAKI,16 JUL 1975,JPN,5,Osaka (JPN),26 JAN 2003,1198
406,406,2:23:30,Derartu TULU,21 MAR 1972,ETH,4,"Olympic Stadium, Helsinki (FIN)",14 AUG 2005,1198
407,406,2:23:30,Yoshimi OZAKI,01 JUL 1981,JPN,1,Tokyo (JPN),16 NOV 2008,1198
408,406,2:23:30,Amane GOBENA,11 SEP 1986,ETH,2,Paris (FRA),12 APR 2015,1198
409,406,2:23:30,Racheal MUTGAA,12 DEC 1988,KEN,5,Toronto (CAN),20 OCT 2019,1198
410,411,2:23:31,Esther Wanjiru MAINA,27 MAR 1977,KEN,3,Osaka (JPN),30 JAN 2000,1197
411,411,2:23:31,Salina Jebet KOSGEI,16 NOV 1976,KEN,2,Tokyo (JPN),18 NOV 2007,1197
412,411,2:23:31,Lydia CHEROMEI,11 MAY 1977,KEN,2,Shanghai (CHN),12 NOV 2017,1197
413,411,2:23:31,Azmera GEBRU,21 OCT 1995,ETH,3,Amsterdam (NED),21 OCT 2018,1197
414,411,2:23:31,Sutume Asefa KEBEDE,11 DEC 1994,ETH,1,Beijing (CHN),03 NOV 2019,1197
415,411,2:23:31,Meskerem ASSEFA,03 OCT 1991,ETH,4,Osaka (JPN),26 JAN 2020,1197
416,417,2:23:32,Olena SHURHNO,08 JAN 1978,UKR,3,Berlin (GER),30 SEP 2012,1197
417,417,2:23:32,Gutemi Shone IMANA,17 NOV 1991,ETH,2,"Houston, TX (USA)",18 JAN 2015,1197
418,417,2:23:32,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,2,"New York, NY (USA)",03 NOV 2019,1197
419,420,2:23:33,Abebech AFEWORK,11 DEC 1990,ETH,8,Dubai (UAE),23 JAN 2015,1197
420,420,2:23:33,Florence KIPLAGAT,27 FEB 1987,KEN,1,"Chicago, IL (USA)",11 OCT 2015,1197
421,420,2:23:33,Meseret DEFAR,19 NOV 1983,ETH,4,Nagoya (JPN),10 MAR 2019,1197
422,423,2:23:34,Ryoko KIZAKI,21 JUN 1985,JPN,1,Nagoya (JPN),10 MAR 2013,1197
423,423,2:23:34,Eunice Jepkirui KIRWA,20 MAY 1984,KEN,3,Paris (FRA),07 APR 2013,1197
424,423,2:23:34,Firehiwot Tesfaye DADO,09 JAN 1984,ETH,1,Praha (CZE),11 MAY 2014,1197
425,423,2:23:34,Dibabe KUMA,14 SEP 1996,ETH,3,Ljubljana (SLO),28 OCT 2018,1197
426,427,2:23:35,Constantina DITA-TOMESCU,23 JAN 1970,ROU,2,"Chicago, IL (USA)",12 OCT 2003,1197
427,427,2:23:35,Vivian Jepkemoi CHERUIYOT,11 SEP 1983,KEN,1,Frankfurt (GER),29 OCT 2017,1197
428,427,2:23:35,Hirut TIBEBU,13 DEC 1994,ETH,3,Shanghai (CHN),12 NOV 2017,1197
429,427,2:23:35,Azmera ABREHA,31 JAN 1998,ETH,3,Paris (FRA),14 APR 2019,1197
430,431,2:23:36,Stella BARSOSIO,12 MAR 1993,KEN,2,Rotterdam (NED),07 APR 2019,1197
431,431,2:23:36,Hawi FEYSA,01 FEB 1999,ETH,6,Dubai (UAE),24 JAN 2020,1197
432,433,2:23:37,Min LIU,29 NOV 1983,CHN,1,Beijing (CHN),14 OCT 2001,1196
433,433,2:23:37,Merima MOHAMMED,10 JUN 1992,ETH,1,"Houston, TX (USA)",13 JAN 2013,1196
434,433,2:23:37,Shure DEMISE,21 JAN 1996,ETH,1,Toronto (CAN),18 OCT 2015,1196
435,433,2:23:37,Tinbit GIDEY,17 SEP 1989,ETH,3,Valencia (ESP),02 DEC 2018,1196
436,437,2:23:38,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,3,"New York, NY (USA)",06 NOV 2011,1196
437,438,2:23:39,Kiros REDA,13 JAN 1988,ETH,2,Dubai (UAE),25 JAN 2013,1196
438,438,2:23:39,Florence KIPLAGAT,27 FEB 1987,KEN,3,London (GBR),24 APR 2016,1196
439,438,2:23:39,Desi Jisa MOKONIN,12 JUL 1997,BRN,4,Amsterdam (NED),21 OCT 2018,1196
440,438,2:23:39,Gada Bontu BEKELE,,ETH,2,Sevilla (ESP),23 FEB 2020,1196
441,442,2:23:40,Atsede BAYISA,16 APR 1987,ETH,1,"Chicago, IL (USA)",10 OCT 2010,1196
442,442,2:23:40,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,2,London (GBR),26 APR 2015,1196
443,442,2:23:40,Betty Wilson LEMPUS,09 JUL 1991,KEN,3,Shanghai (CHN),18 NOV 2018,1196
444,442,2:23:40,Hirut TIBEBU,13 DEC 1994,ETH,1,Istanbul (TUR),03 NOV 2019,1196
445,446,2:23:41,Chunxiu ZHOU,15 NOV 1978,CHN,2,Beijing (CHN),19 OCT 2003,1196
446,446,2:23:41,Isabellah ANDERSSON,12 NOV 1980,SWE,3,Dubai (UAE),21 JAN 2011,1196
447,446,2:23:41,Tirfi TSEGAYE,25 NOV 1984,ETH,3,London (GBR),26 APR 2015,1196
448,446,2:23:41,Valentine KIPKETER,05 JAN 1993,KEN,3,"Chicago, IL (USA)",09 OCT 2016,1196
449,450,2:23:42,Yoko SHIBUI,14 MAR 1979,JPN,1f1,Osaka (JPN),25 JAN 2009,1196
450,450,2:23:42,Bezunesh BEKELE,29 JAN 1983,ETH,3,London (GBR),17 APR 2011,1196
451,450,2:23:42,Chunxiu ZHOU,15 NOV 1978,CHN,2,Chongqing (CHN),18 MAR 2012,1196
452,453,2:23:43,Marleen RENDERS,24 DEC 1968,BEL,1,Paris (FRA),09 APR 2000,1195
453,453,2:23:43,Takami OMINAMI,15 NOV 1975,JPN,1,Rotterdam (NED),21 APR 2002,1195
454,453,2:23:43,Constantina DITA-TOMESCU,23 JAN 1970,ROU,6,London (GBR),13 APR 2003,1195
455,453,2:23:43,Mulu SEBOKA,25 SEP 1984,ETH,2,Daegu (KOR),14 APR 2013,1195
456,453,2:23:43,Ashete BEKERE,17 APR 1988,ETH,9,Dubai (UAE),23 JAN 2015,1195
457,453,2:23:43,Yebrgual MELESE,18 APR 1990,ETH,2,"Chicago, IL (USA)",11 OCT 2015,1195
458,453,2:23:43,Stella BARSOSIO,12 MAR 1993,KEN,5,Paris (FRA),08 APR 2018,1195
459,453,2:23:43,Bedatu HIRPA,28 APR 1999,ETH,5,Tokyo (JPN),03 MAR 2019,1195
460,461,2:23:44,Catherina MCKIERNAN,30 NOV 1969,IRL,1,Berlin (GER),28 SEP 1997,1195
461,461,2:23:44,Dire TUNE,19 JUN 1985,ETH,2,Frankfurt (GER),31 OCT 2010,1195
462,461,2:23:44,Valeria STRANEO,05 APR 1976,ITA,2,Rotterdam (NED),15 APR 2012,1195
463,461,2:23:44,Sharon Jemutai CHEROP,16 MAR 1984,KEN,2,Frankfurt (GER),26 OCT 2014,1195
464,461,2:23:44,Desi Jisa MOKONIN,12 JUL 1997,BRN,1,Seoul (KOR),17 MAR 2019,1195
465,466,2:23:45,Constantina DITA-TOMESCU,23 JAN 1970,ROU,1,"Chicago, IL (USA)",10 OCT 2004,1195
466,466,2:23:45,Eunice Jepkirui KIRWA,20 MAY 1984,KEN,5,Frankfurt (GER),27 OCT 2013,1195
467,468,2:23:46,Tegla LOROUPE,09 MAY 1973,KEN,2,Osaka (JPN),31 JAN 1999,1195
468,468,2:23:46,Paula RADCLIFFE,17 DEC 1973,GBR,3,Berlin (GER),25 SEP 2011,1195
469,468,2:23:46,Rahma TUSA,14 SEP 1993,ETH,1,Roma (ITA),08 APR 2018,1195
470,468,2:23:46,Linet Chepkwemoi MASAI,05 DEC 1989,KEN,5,Amsterdam (NED),21 OCT 2018,1195
471,472,2:23:47,Maura VICECONTE,03 OCT 1967,ITA,1,Wien (AUT),21 MAY 2000,1195
472,472,2:23:47,Mao KIYOTA,12 SEP 1993,JPN,3,Nagoya (JPN),12 MAR 2017,1195
473,472,2:23:47,Visiline JEPKESHO,30 DEC 1989,KEN,1,Rotterdam (NED),08 APR 2018,1195
474,475,2:23:48,Yumiko HARA,09 JAN 1982,JPN,1,Osaka (JPN),28 JAN 2007,1195
475,475,2:23:48,Honami MAEDA,17 JUL 1996,JPN,2,Osaka (JPN),28 JAN 2018,1195
476,477,2:23:49,Yebrgual MELESE,18 APR 1990,ETH,1,Praha (CZE),03 MAY 2015,1194
477,477,2:23:49,Sifan MELAKU,1997,ETH,3,Sevilla (ESP),23 FEB 2020,1194
478,479,2:23:50,Atsede BAYISA,16 APR 1987,ETH,4,London (GBR),17 APR 2011,1194
479,479,2:23:50,Amane GOBENA,11 SEP 1986,ETH,3,Dubai (UAE),25 JAN 2013,1194
480,479,2:23:50,Vivian Jepkemoi CHERUIYOT,11 SEP 1983,KEN,4,London (GBR),23 APR 2017,1194
481,479,2:23:50,Hiwot GEBREKIDAN,11 MAY 1995,ETH,1,Guangzhou (CHN),08 DEC 2019,1194
